# RESUMO ESTATÍSTICO - COMPARAÇÃO DE TREINAMENTOS
##################################################
# Arquivo: training_data.json
# Robot: robot_stage4
# Algorithm: TD3
# Environment: todos_alternados
# Data: 2025-11-27T10:20:18.673579
##################################################
# QUADRO DE RESUMO POR TIPO DE PISTA
Métrica,PR,PBA,PG,PRB,PRD,PRA,MÉDIA
Total Episódios,831,832,832,831,831,832,
Melhor Distancia,7.956,9.011,7.762,8.21,7.743,4.6,
Maior Recompensa,3989.755,4790.87,4063.704,4108.724,3026.948,3642.044,
Menor Distância,-1.235,-1.214,-1.496,-1.322,-1.425,-1.288,
Média recompensa,443.672,433.445,476.893,430.762,234.29,328.199,391.21
Média Distância,1.334,1.332,1.415,1.336,1.23,0.396,1.174
Episodios de sucesso,0,1,0,0,0,0,
Percentual de Sucessos,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%
Total de Passos,99835,101298,116110,103621,72945,124593,
Total tempo (s),3327.833,3376.6,3870.333,3454.033,2431.5,4153.1,
Primeiro episódio de Sucesso,0,4903,0,0,0,0,
Soma passos até Primeiro Sucesso,0,97206,0,0,0,0,
Tempo do Primeiro Sucesso (s),0,14.967,0,0,0,0,
Número do Episódio mais rápido >9m,0,4903,0,0,0,0,
Melhor Tempo do Percurso (9m) (s),0,14.967,0,0,0,0,
% Sucessos depois de 9m,0.00%,6.70%,0.00%,0.00%,0.00%,0.00%,6.70%
##################################################
# DADOS DETALHADOS DOS EPISÓDIOS
Pista,episodio,distancia,tempo,recompensa,passos,successos,imu_x,imu_y,imu_z,roll_deg,pitch_deg,yaw_deg,imu_average_x_vel,imu_average_y_vel,imu_average_z_vel,roll_vel_deg,pitch_vel_deg,yaw_vel_deg,imu_x_vel,imu_y_vel,imu_z_vel,roll,pitch,yaw,roll_vel,pitch_vel,yaw_vel
PRB,1438,0.206,1.933,-357.369,58,0,0.356,1.195,0.444,-100.753,33.744,-9.295,0.113,0.647,-0.308,-180.748,-51.903,-56.477,0.236,1.168,-2.291,-1.758,0.589,-0.162,-3.155,-0.906,-0.986
PRD,1439,0.240,2.100,-295.866,63,0,0.390,1.260,0.437,-91.810,45.716,3.660,0.109,0.624,-0.278,-187.951,-2.664,-71.673,0.398,1.308,-2.382,-1.602,0.798,0.064,-3.280,-0.046,-1.251
PR,1440,0.429,3.167,-257.708,95,0,0.579,1.248,0.495,-72.772,44.286,18.602,0.126,0.415,-0.158,-150.481,-69.686,16.019,0.098,1.821,-1.666,-1.270,0.773,0.325,-2.626,-1.216,0.280
PBA,1441,0.752,1.767,-262.262,53,0,0.902,0.816,0.489,-82.107,40.392,-23.996,0.442,0.523,-0.294,-161.992,-5.727,12.221,0.702,1.261,-1.556,-1.433,0.705,-0.419,-2.827,-0.100,0.213
PG,1442,0.499,1.867,-322.536,56,0,0.649,1.142,0.475,-77.691,39.472,-11.484,0.271,0.675,-0.278,-136.354,-48.904,-78.077,0.238,1.856,-1.131,-1.356,0.689,-0.200,-2.380,-0.854,-1.363
PRA,1443,0.677,1.667,-272.735,50,0,0.827,0.907,0.506,-79.815,38.518,-21.749,0.415,0.588,-0.316,-157.541,73.319,-50.852,0.588,1.350,-1.734,-1.393,0.672,-0.380,-2.750,1.280,-0.888
PRB,1444,0.763,1.433,-284.994,43,0,0.913,0.914,0.447,-74.333,39.146,5.411,0.554,0.705,-0.385,-123.131,87.585,102.234,1.062,1.642,-2.399,-1.297,0.683,0.094,-2.149,1.529,1.784
PRD,1445,0.706,1.700,-311.422,51,0,0.856,0.857,0.431,-80.227,45.010,-32.718,0.429,0.573,-0.327,-128.869,62.229,-58.878,0.212,1.569,-1.168,-1.400,0.786,-0.571,-2.249,1.086,-1.028
PR,1446,0.669,1.167,-290.379,35,0,0.819,0.375,0.494,-57.613,41.549,-34.763,0.587,0.381,-0.431,-123.367,144.748,46.105,0.693,1.277,-1.928,-1.006,0.725,-0.607,-2.153,2.526,0.805
PBA,1447,0.584,1.133,-318.832,34,0,0.734,0.404,0.488,-56.580,40.237,-32.543,0.510,0.409,-0.446,-154.830,71.965,-22.792,0.574,1.202,-1.735,-0.988,0.702,-0.568,-2.702,1.256,-0.398
PG,1448,0.827,1.633,-264.957,49,0,0.977,0.821,0.453,-77.522,35.967,-28.912,0.524,0.562,-0.339,-90.048,83.990,-31.633,0.721,1.690,-1.689,-1.353,0.628,-0.505,-1.572,1.466,-0.552
PRA,1449,0.576,1.067,-348.805,32,0,0.726,0.291,0.529,-49.616,61.326,-34.758,0.547,0.325,-0.415,-78.936,130.210,-8.538,0.728,0.833,-1.546,-0.866,1.070,-0.607,-1.378,2.273,-0.149
PRB,1450,0.797,1.500,-254.541,45,0,0.947,0.730,0.455,-78.576,38.651,-8.919,0.541,0.534,-0.374,-159.872,93.797,-2.988,1.109,1.153,-2.251,-1.371,0.675,-0.156,-2.790,1.637,-0.052
PRD,1451,0.808,1.567,-262.400,47,0,0.958,0.853,0.414,-80.802,47.651,-23.422,0.525,0.605,-0.385,-130.156,155.686,-38.699,0.491,1.630,-1.592,-1.410,0.832,-0.409,-2.272,2.717,-0.675
PR,1452,0.672,1.567,-264.947,47,0,0.822,0.773,0.463,-94.814,36.728,-23.182,0.440,0.539,-0.355,-134.959,68.805,38.726,0.849,1.208,-2.132,-1.655,0.641,-0.405,-2.355,1.201,0.676
PBA,1453,0.784,1.533,-257.329,46,0,0.934,0.612,0.486,-75.127,30.730,-23.454,0.527,0.449,-0.343,-171.079,26.443,58.202,0.985,1.411,-1.851,-1.311,0.536,-0.409,-2.986,0.462,1.016
PG,1454,0.267,2.267,-365.239,68,0,0.417,1.155,0.487,-93.365,10.508,-20.751,0.116,0.517,-0.245,-198.383,-110.584,-154.113,0.754,0.960,-1.956,-1.630,0.183,-0.362,-3.462,-1.930,-2.690
PRA,1455,0.957,2.233,-239.572,67,0,1.107,0.459,0.580,-58.943,64.732,-36.826,0.432,0.211,-0.190,-36.012,99.186,-10.461,0.806,1.074,-0.573,-1.029,1.130,-0.643,-0.629,1.731,-0.183
PRB,1456,0.679,1.900,-251.546,57,0,0.829,0.808,0.492,-81.290,32.436,-14.149,0.359,0.452,-0.277,-158.063,80.216,-33.058,0.847,0.932,-1.953,-1.419,0.566,-0.247,-2.759,1.400,-0.577
PRD,1457,0.876,1.767,-248.171,53,0,1.026,0.800,0.404,-89.917,43.896,-14.824,0.510,0.497,-0.344,-111.040,121.999,53.495,0.965,1.300,-2.407,-1.569,0.766,-0.259,-1.938,2.129,0.934
PR,1458,0.575,2.700,-290.768,81,0,0.725,1.126,0.494,-80.558,32.482,-23.406,0.217,0.443,-0.196,-194.617,40.531,55.683,0.495,1.627,-1.754,-1.406,0.567,-0.409,-3.397,0.707,0.972
PBA,1459,0.612,2.067,-304.595,62,0,0.762,1.137,0.491,-79.483,32.456,-17.847,0.296,0.596,-0.263,-160.620,56.616,38.184,0.636,1.518,-1.955,-1.387,0.566,-0.311,-2.803,0.988,0.666
PG,1460,0.571,2.100,-281.221,63,0,0.721,1.021,0.440,-97.901,19.394,-24.325,0.279,0.522,-0.291,-178.031,23.056,-64.706,0.959,1.216,-2.180,-1.709,0.338,-0.425,-3.107,0.402,-1.129
PRA,1461,0.243,2.067,-267.342,62,0,0.393,1.291,0.427,-87.757,19.169,1.605,0.134,0.649,-0.279,-166.767,52.484,-5.264,0.287,1.427,-2.715,-1.532,0.335,0.028,-2.911,0.916,-0.092
PRB,1462,0.593,1.933,-262.615,58,0,0.743,0.816,0.494,-73.571,6.884,0.851,0.302,0.464,-0.304,-161.283,75.137,-4.678,0.866,1.402,-2.192,-1.284,0.120,0.015,-2.815,1.311,-0.082
PRD,1463,0.461,2.433,-279.951,73,0,0.611,1.178,0.446,-85.820,28.129,-17.544,0.202,0.510,-0.237,-162.155,156.049,18.256,0.580,1.711,-2.253,-1.498,0.491,-0.306,-2.830,2.724,0.319
PR,1464,0.525,1.933,-295.336,58,0,0.675,1.147,0.459,-92.995,24.049,-23.473,0.286,0.622,-0.301,-135.548,106.486,-42.014,0.916,1.428,-2.247,-1.623,0.420,-0.410,-2.366,1.859,-0.733
PBA,1465,0.598,1.833,-251.879,55,0,0.748,0.946,0.449,-85.452,6.206,-16.790,0.331,0.537,-0.325,-157.801,52.200,-47.305,1.026,1.289,-2.200,-1.491,0.108,-0.293,-2.754,0.911,-0.826
PG,1466,0.289,1.967,-260.150,59,0,0.439,1.094,0.460,-85.497,3.744,-1.843,0.153,0.580,-0.293,-195.299,6.514,-10.126,0.439,1.414,-2.100,-1.492,0.065,-0.032,-3.409,0.114,-0.177
PRA,1467,0.449,2.500,-243.474,75,0,0.599,0.883,0.487,-86.715,15.364,-10.539,0.186,0.385,-0.203,-168.583,0.717,-14.869,0.293,1.312,-1.766,-1.513,0.268,-0.184,-2.942,0.013,-0.260
PRB,1468,0.349,1.833,-274.260,55,0,0.499,1.029,0.495,-77.210,8.929,4.929,0.193,0.598,-0.296,-174.122,5.015,-6.199,0.233,1.401,-2.103,-1.348,0.156,0.086,-3.039,0.088,-0.108
PRD,1469,0.535,2.200,-268.303,66,0,0.685,1.140,0.411,-88.627,21.570,-20.811,0.264,0.560,-0.283,-157.518,124.565,9.235,0.912,1.363,-2.473,-1.547,0.376,-0.363,-2.749,2.174,0.161
PR,1470,0.531,3.267,-293.217,98,0,0.681,0.740,0.487,-75.105,27.726,-15.982,0.167,0.255,-0.158,-152.149,11.994,29.285,0.103,1.255,-1.753,-1.311,0.484,-0.279,-2.656,0.209,0.511
PBA,1471,0.384,2.067,-260.048,62,0,0.534,0.906,0.463,-81.975,-0.544,-4.476,0.183,0.463,-0.293,-199.270,24.154,7.593,0.493,1.495,-2.153,-1.431,-0.009,-0.078,-3.478,0.422,0.133
PG,1472,0.727,2.367,-238.001,71,0,0.877,0.797,0.452,-82.892,29.571,-17.326,0.315,0.371,-0.234,-117.184,126.309,78.059,0.461,1.409,-1.986,-1.447,0.516,-0.302,-2.045,2.205,1.362
PRA,1473,0.398,2.167,-270.611,65,0,0.548,1.087,0.500,-74.074,25.026,25.529,0.186,0.529,-0.231,-152.323,49.647,17.434,0.217,1.341,-1.951,-1.293,0.437,0.446,-2.659,0.866,0.304
PRB,1474,0.392,1.833,-255.902,55,0,0.542,0.943,0.482,-77.812,14.308,11.043,0.211,0.555,-0.312,-166.201,56.147,85.132,0.154,1.619,-2.158,-1.358,0.250,0.193,-2.901,0.980,1.486
PRD,1475,0.661,2.200,-184.068,66,0,0.811,-0.056,0.594,70.679,80.608,63.020,0.345,-0.054,-0.127,-1.808,106.178,-66.054,0.817,-0.263,-0.540,1.234,1.407,1.100,-0.032,1.853,-1.153
PR,1476,0.610,2.467,-238.468,74,0,0.760,0.886,0.451,-92.821,12.302,-27.759,0.255,0.387,-0.226,-182.018,1.421,-24.061,0.398,1.116,-1.964,-1.620,0.215,-0.484,-3.177,0.025,-0.420
PBA,1477,1.336,3.800,-347.119,114,0,1.486,0.926,0.444,-53.723,57.950,-30.981,0.353,0.244,-0.158,-93.541,155.058,73.851,1.407,1.313,-1.968,-0.938,1.011,-0.541,-1.633,2.706,1.289
PG,1478,0.211,2.667,-275.458,80,0,0.361,0.812,0.493,-68.309,8.746,20.948,0.077,0.317,-0.203,-197.318,37.262,85.274,-0.385,1.688,-1.861,-1.192,0.153,0.366,-3.444,0.650,1.488
PRA,1479,0.548,2.033,-221.686,61,0,0.698,-0.156,0.602,73.298,71.197,62.500,0.316,-0.110,-0.135,0.595,143.511,-99.333,0.557,-0.513,-0.652,1.279,1.243,1.091,0.010,2.505,-1.734
PRB,1480,0.675,2.033,-319.205,61,0,0.825,1.096,0.498,-51.966,45.199,-22.904,0.330,0.508,-0.223,-93.566,106.823,-25.158,0.454,1.345,-2.067,-0.907,0.789,-0.400,-1.633,1.864,-0.439
PRD,1481,0.020,2.667,-288.252,80,0,0.170,0.970,0.467,-80.671,12.889,7.952,0.009,0.406,-0.177,-167.206,-17.740,77.828,-0.941,1.331,-1.703,-1.408,0.225,0.139,-2.918,-0.310,1.358
PR,1482,0.656,2.233,-225.859,67,0,0.806,-0.427,0.618,68.009,68.570,67.783,0.333,-0.224,-0.153,37.074,127.352,53.427,0.983,0.067,-0.984,1.187,1.197,1.183,0.647,2.223,0.932
PBA,1483,0.228,2.767,-288.899,83,0,0.378,0.858,0.498,-65.454,-6.977,4.476,0.089,0.311,-0.186,-181.572,51.320,44.003,0.038,1.945,-1.842,-1.142,-0.122,0.078,-3.169,0.896,0.768
PG,1484,0.711,1.967,-201.969,59,0,0.861,-0.265,0.614,64.826,62.327,61.996,0.402,-0.177,-0.166,-12.714,118.306,-75.358,1.291,-0.625,-0.757,1.131,1.088,1.082,-0.222,2.065,-1.315
PRA,1485,0.746,1.967,-175.850,59,0,0.896,-0.136,0.597,78.092,66.713,66.253,0.412,-0.106,-0.169,-20.403,162.418,-60.203,0.867,-0.753,-1.023,1.363,1.164,1.156,-0.356,2.835,-1.051
PRB,1486,0.639,1.800,-200.710,54,0,0.789,-0.305,0.623,69.747,58.341,61.268,0.397,-0.213,-0.167,-5.575,149.038,-94.932,0.987,-1.145,-0.482,1.217,1.018,1.069,-0.097,2.601,-1.657
PRD,1487,-0.858,2.833,-293.673,85,0,-0.708,0.009,0.844,103.536,-82.962,-94.232,-0.302,-0.004,-0.062,30.350,-155.343,32.688,-1.933,-0.616,-1.484,1.807,-1.448,-1.645,0.530,-2.711,0.571
PR,1488,0.569,2.967,-306.341,89,0,0.719,-1.036,0.482,78.402,38.428,34.888,0.213,-0.378,-0.170,137.294,123.292,-48.720,-0.175,-1.739,-1.809,1.368,0.671,0.609,2.396,2.152,-0.850
PBA,1489,0.575,3.633,-215.173,109,0,0.725,-0.414,0.525,81.610,69.940,65.189,0.173,-0.128,-0.106,-35.098,168.870,-99.671,0.803,-0.621,-1.139,1.424,1.221,1.138,-0.613,2.947,-1.740
PG,1490,-0.792,4.200,-362.827,126,0,-0.642,0.133,0.933,91.807,-85.060,-93.838,-0.191,0.030,-0.029,-0.182,-158.853,-61.314,-1.619,0.533,-1.346,1.602,-1.485,-1.638,-0.003,-2.773,-1.070
PRA,1491,0.819,2.100,-202.055,63,0,0.969,-0.442,0.561,80.682,58.471,62.284,0.416,-0.246,-0.194,25.905,146.938,-41.221,0.992,-0.753,-1.189,1.408,1.021,1.087,0.452,2.565,-0.719
PRB,1492,0.582,4.967,-168.391,149,0,0.732,0.055,0.598,77.085,88.531,75.376,0.141,0.003,-0.053,36.969,72.196,19.264,0.795,-0.567,-0.541,1.345,1.545,1.316,0.645,1.260,0.336
PRD,1493,0.033,3.933,-286.619,118,0,0.183,0.847,0.466,-85.917,-1.564,6.765,0.013,0.229,-0.133,-141.524,-27.866,28.508,-0.554,1.292,-2.297,-1.500,-0.027,0.118,-2.470,-0.486,0.498
PR,1494,0.727,4.433,-153.745,133,0,0.877,-0.363,0.600,74.057,82.200,69.499,0.187,-0.087,-0.076,62.651,113.813,-48.126,0.852,-1.118,-0.606,1.293,1.435,1.213,1.093,1.986,-0.840
PBA,1495,-0.661,3.800,-284.384,114,0,-0.511,-0.778,0.906,63.553,-85.068,-75.892,-0.175,-0.205,-0.046,109.016,-89.493,-12.983,-1.504,-1.645,-1.693,1.109,-1.485,-1.325,1.903,-1.562,-0.227
PG,1496,0.794,3.533,-181.620,106,0,0.944,0.043,0.555,149.926,86.988,143.327,0.256,-0.001,-0.096,63.872,67.132,10.915,0.722,-0.777,-0.720,2.617,1.518,2.502,1.115,1.172,0.190
PRA,1497,0.720,4.067,-179.022,122,0,0.870,-0.271,0.580,60.076,72.885,64.791,0.199,-0.079,-0.084,44.200,129.183,-27.305,1.046,-0.972,-0.955,1.049,1.272,1.131,0.771,2.255,-0.477
PRB,1498,0.879,3.800,-191.588,114,0,1.029,0.103,0.572,70.038,84.347,76.953,0.256,0.018,-0.085,39.590,84.546,-8.918,0.619,-1.139,-0.671,1.222,1.472,1.343,0.691,1.476,-0.156
PRD,1499,0.955,7.900,-94.637,237,0,1.105,0.584,0.503,144.961,89.277,135.182,0.133,0.067,-0.050,-30.019,111.633,9.772,1.000,0.266,-1.106,2.530,1.558,2.359,-0.524,1.948,0.171
PR,1500,0.696,6.133,-143.925,184,0,0.846,0.109,0.567,98.782,86.982,93.019,0.130,0.012,-0.046,75.393,73.232,5.851,0.754,-0.760,-0.881,1.724,1.518,1.623,1.316,1.278,0.102
PBA,1501,0.764,5.367,-194.568,161,0,0.914,-0.240,0.555,74.273,86.177,75.540,0.158,-0.050,-0.062,62.495,84.509,-1.551,0.913,-0.966,-0.546,1.296,1.504,1.318,1.091,1.475,-0.027
PG,1502,0.614,11.700,-240.916,351,0,0.764,-0.412,0.498,64.397,50.793,50.016,0.057,-0.038,-0.032,103.303,54.824,37.294,1.145,-0.957,-1.106,1.124,0.886,0.873,1.803,0.957,0.651
PRA,1503,-0.763,11.333,-273.042,340,0,-0.613,0.083,0.889,100.868,-82.777,-111.510,-0.068,0.008,-0.013,12.648,-125.253,54.386,-1.776,-0.041,-1.446,1.760,-1.445,-1.946,0.221,-2.186,0.949
PRB,1504,-0.777,2.400,-308.082,72,0,-0.627,-0.323,0.857,73.109,-75.170,-71.316,-0.337,-0.133,-0.086,117.142,-139.800,51.934,-2.119,-0.875,-1.067,1.276,-1.312,-1.245,2.045,-2.440,0.906
PRD,1505,-0.868,1.867,-312.326,56,0,-0.718,-0.091,0.889,56.824,-85.193,-63.452,-0.482,-0.025,-0.084,17.741,-131.814,-5.446,-2.036,-0.237,-1.181,0.992,-1.487,-1.107,0.310,-2.301,-0.095
PR,1506,-0.776,1.800,-329.025,54,0,-0.626,-0.326,0.843,83.477,-69.030,-73.026,-0.446,-0.171,-0.130,73.412,-136.159,41.178,-1.988,-0.897,-1.205,1.457,-1.205,-1.275,1.281,-2.376,0.719
PBA,1507,-0.719,1.867,-292.830,56,0,-0.569,-0.255,0.897,59.440,-69.948,-60.461,-0.394,-0.129,-0.098,73.034,-128.974,44.523,-1.935,-0.895,-1.087,1.037,-1.221,-1.055,1.275,-2.251,0.777
PG,1508,-0.844,1.667,-324.726,50,0,-0.694,-0.130,0.900,58.029,-74.800,-65.678,-0.523,-0.068,-0.102,36.465,-137.260,54.435,-2.100,-0.655,-1.155,1.013,-1.305,-1.146,0.636,-2.396,0.950
PRA,1509,-0.796,1.367,-304.950,41,0,-0.646,-0.355,0.841,77.529,-68.886,-72.150,-0.605,-0.262,-0.170,155.047,-118.785,12.018,-1.849,-1.586,-1.390,1.353,-1.202,-1.259,2.706,-2.073,0.210
PRB,1510,-0.736,1.433,-305.471,43,0,-0.586,-0.391,0.842,72.492,-59.941,-67.846,-0.531,-0.271,-0.151,130.739,-128.732,47.203,-1.582,-1.536,-1.382,1.265,-1.046,-1.184,2.282,-2.247,0.824
PRD,1511,-0.802,1.300,-297.509,39,0,-0.652,0.180,0.822,-95.357,-77.227,84.854,-0.641,0.114,-0.172,-27.210,-156.717,-20.152,-2.277,0.369,-1.673,-1.664,-1.348,1.481,-0.475,-2.735,-0.352
PR,1512,-0.768,2.300,-289.058,69,0,-0.618,0.224,0.851,-98.454,-84.031,87.362,-0.345,0.100,-0.080,-43.496,-140.469,-47.982,-2.098,0.372,-1.328,-1.718,-1.467,1.525,-0.759,-2.452,-0.837
PBA,1513,-0.731,1.833,-285.046,55,0,-0.581,-0.249,0.894,55.472,-63.668,-62.729,-0.408,-0.122,-0.086,55.195,-98.890,-35.369,-1.725,-0.733,-1.277,0.968,-1.111,-1.095,0.963,-1.726,-0.617
PG,1514,-0.739,1.300,-287.938,39,0,-0.589,0.446,0.744,-92.382,-64.903,77.397,-0.589,0.339,-0.250,-111.313,-144.128,17.145,-1.882,1.358,-1.896,-1.612,-1.133,1.351,-1.943,-2.516,0.299
PRA,1515,-0.701,2.333,-286.286,70,0,-0.551,0.085,0.850,-90.359,-76.139,84.538,-0.305,0.032,-0.083,-56.075,-146.047,-20.022,-1.861,0.639,-1.733,-1.577,-1.329,1.475,-0.979,-2.549,-0.349
PRB,1516,-0.568,2.967,-237.475,89,0,-0.418,0.581,0.811,-61.588,-53.253,61.623,-0.198,0.197,-0.072,-144.451,-73.860,31.278,-1.294,1.376,-1.556,-1.075,-0.929,1.076,-2.521,-1.289,0.546
PRD,1517,-0.401,2.600,-255.902,78,0,-0.251,0.856,0.500,-76.681,-30.755,65.415,-0.157,0.328,-0.227,-181.155,-55.030,24.360,-0.800,1.567,-2.895,-1.338,-0.537,1.142,-3.162,-0.960,0.425
PR,1518,0.163,15.000,126.330,450,0,0.313,0.565,0.944,-0.553,7.149,-10.607,0.011,0.039,0.003,-11.393,-6.507,0.092,-0.092,0.173,-0.064,-0.010,0.125,-0.185,-0.199,-0.114,0.002
PBA,1519,-0.173,1.800,-373.741,54,0,-0.023,1.069,0.431,-74.906,-8.489,21.137,-0.097,0.584,-0.330,-127.681,-81.516,3.327,-0.644,1.159,-2.666,-1.307,-0.148,0.369,-2.228,-1.423,0.058
PG,1520,-0.629,4.267,-255.910,128,0,-0.479,0.320,0.835,-66.690,-62.608,63.044,-0.152,0.080,-0.057,-129.382,-88.194,3.014,-1.290,1.211,-1.542,-1.164,-1.093,1.100,-2.258,-1.539,0.053
PRA,1521,0.043,3.167,-412.741,95,0,0.193,0.987,0.447,-73.007,-6.045,25.491,0.008,0.314,-0.186,-152.230,-17.111,62.503,-0.554,1.422,-2.506,-1.274,-0.106,0.445,-2.657,-0.299,1.091
PRB,1522,0.268,1.767,-351.712,53,0,0.418,0.952,0.418,-90.764,-16.406,1.116,0.162,0.564,-0.383,-166.762,61.429,17.760,0.314,1.536,-3.105,-1.584,-0.286,0.019,-2.911,1.072,0.310
PRD,1523,0.499,2.000,-235.292,60,0,0.649,0.565,0.650,-95.124,25.325,-60.898,0.285,0.334,-0.173,-128.372,95.444,14.449,0.790,1.069,-0.912,-1.660,0.442,-1.063,-2.241,1.666,0.252
PR,1524,0.177,1.300,-377.101,39,0,0.327,0.921,0.479,-68.137,-12.986,14.874,0.126,0.718,-0.467,-159.331,12.851,44.299,-0.045,1.748,-2.610,-1.189,-0.227,0.260,-2.781,0.224,0.773
PBA,1525,0.141,1.433,-381.105,43,0,0.291,1.018,0.426,-90.602,-27.826,12.958,0.094,0.722,-0.489,-187.246,-60.146,1.658,0.126,1.553,-2.878,-1.581,-0.486,0.226,-3.268,-1.050,0.029
PG,1526,0.261,1.433,-331.313,43,0,0.411,0.849,0.425,-80.704,-14.935,6.536,0.187,0.613,-0.498,-173.720,67.931,12.292,0.454,1.530,-3.016,-1.409,-0.261,0.114,-3.032,1.186,0.215
PRA,1527,0.173,1.733,-303.859,52,0,0.323,0.950,0.489,-85.315,-20.825,17.190,0.103,0.573,-0.370,-161.373,53.620,40.514,0.115,1.519,-2.982,-1.489,-0.363,0.300,-2.816,0.936,0.707
PRB,1528,0.271,1.433,-307.944,43,0,0.421,0.932,0.426,-83.958,-17.983,8.055,0.182,0.662,-0.477,-176.826,-27.040,-3.581,0.432,1.494,-2.761,-1.465,-0.314,0.141,-3.086,-0.472,-0.062
PRD,1529,0.181,1.300,-381.026,39,0,0.331,0.865,0.440,-62.642,-8.538,9.270,0.125,0.651,-0.487,-153.337,-29.386,-1.068,-0.169,1.394,-2.510,-1.093,-0.149,0.162,-2.676,-0.513,-0.019
PR,1530,0.213,1.333,-354.955,40,0,0.363,0.869,0.496,-58.685,-2.451,13.848,0.140,0.643,-0.416,-139.304,23.116,49.806,-0.243,1.527,-2.258,-1.024,-0.043,0.242,-2.431,0.403,0.869
PBA,1531,0.213,1.300,-363.001,39,0,0.363,0.857,0.437,-63.947,-8.697,9.027,0.159,0.636,-0.487,-148.865,35.216,24.262,-0.014,1.451,-2.767,-1.116,-0.152,0.158,-2.598,0.615,0.423
PG,1532,0.184,1.500,-341.254,45,0,0.334,0.886,0.430,-62.579,-4.991,16.008,0.103,0.580,-0.418,-175.037,34.768,47.278,-0.311,1.565,-2.589,-1.092,-0.087,0.279,-3.055,0.607,0.825
PRA,1533,0.242,1.267,-375.603,38,0,0.392,0.800,0.454,-61.379,-3.668,13.897,0.177,0.606,-0.477,-164.307,37.647,28.680,-0.050,1.509,-2.534,-1.071,-0.064,0.243,-2.868,0.657,0.501
PRB,1534,0.274,1.300,-378.431,39,0,0.424,0.741,0.461,-61.267,-8.189,10.970,0.200,0.571,-0.454,-161.820,36.401,29.560,0.189,1.521,-2.547,-1.069,-0.143,0.191,-2.824,0.635,0.516
PRD,1535,0.337,1.333,-336.283,40,0,0.487,0.850,0.443,-70.698,-11.966,1.761,0.242,0.640,-0.493,-185.435,5.120,7.795,0.449,1.455,-2.580,-1.234,-0.209,0.031,-3.236,0.089,0.136
PR,1536,0.315,1.333,-315.290,40,0,0.465,0.811,0.422,-65.658,-8.544,7.835,0.228,0.622,-0.513,-176.748,65.548,13.568,0.413,1.445,-2.980,-1.146,-0.149,0.137,-3.085,1.144,0.237
PBA,1537,0.117,1.300,-387.785,39,0,0.267,0.904,0.452,-59.244,7.254,21.244,0.077,0.696,-0.464,-156.585,5.271,19.760,-0.460,1.322,-2.416,-1.034,0.127,0.371,-2.733,0.092,0.345
PG,1538,0.216,1.500,-319.938,45,0,0.366,0.769,0.470,-64.428,-12.263,5.279,0.141,0.517,-0.390,-152.635,16.539,1.957,0.338,1.487,-2.451,-1.124,-0.214,0.092,-2.664,0.289,0.034
PRA,1539,0.166,1.333,-359.789,40,0,0.316,0.863,0.443,-61.117,-3.178,12.118,0.112,0.641,-0.448,-163.744,-30.152,-12.251,-0.113,1.387,-2.393,-1.067,-0.055,0.211,-2.858,-0.526,-0.214
PRB,1540,0.124,1.267,-339.851,38,0,0.274,0.884,0.484,-64.657,-8.117,15.836,0.090,0.703,-0.453,-145.317,36.103,97.327,-0.447,1.563,-2.734,-1.128,-0.142,0.276,-2.536,0.630,1.699
PRD,1541,0.183,1.367,-314.350,41,0,0.333,0.798,0.469,-61.093,-9.274,9.688,0.129,0.584,-0.420,-133.559,18.241,19.812,-0.010,1.463,-2.569,-1.066,-0.162,0.169,-2.331,0.318,0.346
PR,1542,0.127,1.267,-336.951,38,0,0.277,0.834,0.455,-69.369,-19.838,8.742,0.093,0.667,-0.491,-164.058,-16.195,8.170,-0.168,1.584,-2.646,-1.211,-0.346,0.153,-2.863,-0.283,0.143
PBA,1543,-0.041,1.267,-378.344,38,0,0.109,0.836,0.427,-64.473,-10.327,19.126,-0.050,0.649,-0.486,-181.032,-75.035,7.807,-0.663,1.419,-2.578,-1.125,-0.180,0.334,-3.160,-1.310,0.136
PG,1544,0.106,1.400,-306.998,42,0,0.256,0.806,0.437,-68.738,-17.814,11.780,0.072,0.585,-0.441,-138.262,6.513,7.423,0.018,1.482,-2.787,-1.200,-0.311,0.206,-2.413,0.114,0.130
PRA,1545,0.089,1.333,-313.103,40,0,0.239,0.831,0.477,-63.520,-14.981,13.336,0.062,0.629,-0.433,-135.816,14.421,20.127,-0.094,1.595,-2.570,-1.109,-0.261,0.233,-2.370,0.252,0.351
PRB,1546,-0.036,1.333,-365.288,40,0,0.114,0.841,0.484,-63.519,-15.144,17.400,-0.030,0.621,-0.420,-133.981,-14.327,24.159,-0.451,1.472,-2.547,-1.109,-0.264,0.304,-2.338,-0.250,0.422
PRD,1547,0.004,1.333,-331.341,40,0,0.154,0.931,0.425,-68.317,-15.793,20.201,0.001,0.706,-0.482,-196.008,51.802,52.558,-0.301,1.634,-3.005,-1.192,-0.276,0.353,-3.421,0.904,0.917
PR,1548,0.165,1.333,-370.913,40,0,0.315,0.871,0.463,-63.714,-9.102,11.524,0.123,0.663,-0.474,-175.640,51.085,16.112,0.248,1.545,-2.813,-1.112,-0.159,0.201,-3.065,0.892,0.281
